ID,Nome,Tipo,Documento,Email,Telefone,Endereco,Status
635,Nicole da Mata,Fornecedor,38.612.794/0001-17,benjamin73@example.org,41 6035-2110,"Rua de Ribeiro, 15, Mariquinhas, 06405-605 Melo do Amparo / PA",Ativo
636,Cauê Barbosa,Cliente,189.635.742-37,mendesdavi-luiz@example.org,+55 (041) 1304-4681,"Vale Macedo, 1, Vila Coqueiral, 28667962 Sales de Dias / BA",Ativo
637,Joana Guerra,Fornecedor,48.523.061/0001-60,da-luzstella@example.net,(041) 2569 0320,"Travessa de Moreira, 534, Vila Aeroporto, 12463507 Castro dos Dourados / GO",Inativo
638,Felipe Gomes,Cliente,472.953.160-43,nunesmarcela@example.com,31 8675-1436,"Jardim de Pinto, 84, Pompéia, 26043-586 Costa / BA",Inativo
639,Luiz Gustavo Gonçalves,Cliente,539.860.241-15,mateusvieira@example.org,(021) 9167 5809,"Distrito de Cirino, 236, Carlos Prates, 11131534 Correia / AM",Ativo
640,Emilly Azevedo,Cliente,027.963.415-34,hda-cunha@example.net,84 9894 2678,"Vale Andrade, 71, Conjunto Celso Machado, 21644-932 da Costa / PE",Ativo
641,Gabrielly Barros,Cliente,479.360.158-84,kamillyda-costa@example.net,0900 690 8822,"Núcleo Davi Moura, 662, Copacabana, 31558975 Pastor / MA",Inativo
642,Dr. Gael Henrique Pinto,Cliente,145.293.708-79,peixotomelina@example.org,61 2447-9907,"Núcleo Davi das Neves, 56, Barreiro, 76619-754 Montenegro / PI",Inativo
643,Thomas Barbosa,Fornecedor,86.931.240/0001-25,lauravieira@example.org,+55 81 5545 3813,"Sítio Valentim Aparecida, Heliopolis, 71707-400 Casa Grande dos Dourados / GO",Ativo
644,Dra. Ana Carolina Fonseca,Cliente,652.710.349-25,hellena22@example.com,+55 (081) 8741 4404,"Recanto Nascimento, 1, Caiçaras, 13267-836 Albuquerque de Lima / AM",Ativo
645,Allana Pinto,Fornecedor,46.817.053/0001-09,aylla29@example.net,84 1494 3818,"Esplanada Porto, 51, Mirante, 25055-977 Leão / RR",Inativo
646,Dom Casa Grande,Cliente,670.392.584-47,gustavo99@example.com,+55 (031) 8532 8633,"Lago Ravy Santos, 211, Buritis, 78396141 Brito / GO",Ativo
647,Eduarda Azevedo,Fornecedor,21.508.947/0001-88,luiz-otavio48@example.net,+55 21 7970-5594,"Rua de Rios, 63, Piraja, 96114642 Casa Grande de Castro / SE",Ativo
648,Mateus da Mata,Fornecedor,531.824.769-55,email_invalid,ABC123,"Chácara Pimenta, Bernadete, 75040-875 Lopes / RS",Desativo
649,Ágatha Ribeiro,Cliente,973.610.584-93,jbrito@example.org,+55 (081) 4809-9478,"Jardim Vinicius Dias, 2, Tupi A, 13222-681 Carvalho do Oeste / RO",Ativo
650,Lívia Guerra,Fornecedor,60.981.732/0001-31,igor08@example.com,0900-101-2472,"Via de Barbosa, 78, Santo André, 29469396 Pacheco de Lima / MT",Inativo
651,Josué da Rosa,Fornecedor,48.901.365/0001-13,tporto@example.org,+55 (031) 9156-0993,"Vale Gabriel da Costa, 49, Conjunto Califórnia Ii, 74444-185 Ramos de Mendes / SP",Ativo
652,Olívia Souza,Fornecedor,358.246.719-82,email_invalid,ABC123,"Esplanada Novais, 358, Belmonte, 13584332 Pastor / BA",ativo
653,Raquel Barros,Fornecedor,27.359.608/0001-63,npacheco@example.com,+55 (051) 3917-3823,"Loteamento de Leão, 12, Fernão Dias, 90410-179 Viana / AC",Inativo
654,Eloah Fernandes,Cliente,652.841.037-26,lfonseca@example.net,(061) 6227-7897,"Recanto Lima, 574, Dona Clara, 37778-945 Porto de Goiás / PA",Inativo
655,Stella Cavalcante,Fornecedor,38.629.105/0001-87,moreiramirella@example.com,+55 (084) 5029-2082,"Setor das Neves, 683, Pompéia, 42174-874 Câmara das Flores / RS",Inativo
656,Miguel Lima,Cliente,731.624.590-52,aylla53@example.net,+55 (021) 1250 8616,"Aeroporto Matteo Pinto, 694, Vila Paquetá, 30396404 Andrade de Fogaça / GO",Inativo
657,Isis Cunha,Cliente,352.674.089-56,nina46@example.net,0500-274-3228,"Condomínio da Mota, Novo Tupi, 34263938 das Neves / SP",Ativo
658,Pedro Henrique Duarte,Cliente,563.094.821-06,vitor-hugo66@example.org,0300 843 2394,"Alameda de Casa Grande, 55, Guarani, 79253522 Sampaio / PB",Ativo
659,Beatriz Aragão,Fornecedor,59.348.071/0001-22,luiza93@example.com,71 6829 1429,"Recanto Ana Sophia Machado, União, 36324404 Casa Grande da Serra / PA",Inativo
660,Ana Beatriz Cavalcanti,Fornecedor,52.631.480/0001-92,luana77@example.net,11 6911 3926,"Conjunto Francisco Moura, 26, Cardoso, 74030-728 Pacheco Grande / AC",Inativo
661,Maria Alice Camargo,Fornecedor,09.237.456/0001-44,montenegrolorenzo@example.net,+55 51 5542 9317,"Favela Mariana Azevedo, Vila União, 07486-653 Castro do Sul / RJ",Ativo
662,Dr. Levi Campos,Cliente,380.651.794-01,teixeiraeloa@example.com,+55 41 4265-8888,"Rodovia Freitas, 844, Esperança, 44102-892 Sá / RS",Inativo
663,Davi Miguel Pinto,Fornecedor,60.185.432/0001-46,jcassiano@example.org,+55 (084) 5678 2273,"Fazenda Rebeca Viana, 59, Vila Piratininga, 78463595 da Rocha de Brito / TO",Inativo
664,Olivia Costela,Cliente,073.562.489-56,pedro-lucas57@example.org,+55 (084) 6800-3921,"Vale Marques, 38, Vila Jardim Leblon, 42597-968 Gonçalves de Goiás / DF",Ativo
665,João Guilherme Porto,Fornecedor,37.810.425/0001-76,dcastro@example.com,+55 84 6251-3364,"Morro Jade Pacheco, 22, Vila Paris, 49402-397 Araújo / PB",Inativo
666,Manuela Marques,Cliente,63.874.092/0001-59,email_invalid,ABC123,"Vereda Cirino, 84, Mariano De Abreu, 22459617 Pinto / BA",Desativo
667,Daniela Nascimento,Fornecedor,97.026.358/0001-25,diogosantos@example.net,+55 11 4578-2302,"Vila de Santos, 57, São José, 83249-833 Abreu de Andrade / AL",Inativo
668,Laura Melo,Fornecedor,96.158.304/0001-50,costelagustavo-henrique@example.org,81 7877-5826,"Jardim de Gomes, 2, União, 86701-321 Pereira / RS",Inativo
669,João Gabriel Barros,Fornecedor,78.946.523/0001-12,cauecavalcanti@example.org,+55 31 7000-7787,"Sítio Aylla Cavalcanti, 391, Eymard, 95434-903 Moreira / ES",Inativo
670,Lucas Sales,Cliente,078.915.324-60,silveiraisis@example.net,71 9851 1116,"Chácara Castro, 31, Palmeiras, 39503982 Guerra / MT",Inativo
671,Aurora Gomes,Cliente,075.431.982-23,rezendebenjamim@example.net,+55 31 0396-0123,"Viela de Vasconcelos, 558, Santa Rita, 77732086 Barros Paulista / AC",Ativo
672,Carolina Viana,Cliente,649.352.871-28,maria-luizaaparecida@example.com,+55 (071) 6242-1450,"Trevo de Silva, 49, Pousada Santo Antonio, 18951677 Pinto Verde / PB",Inativo
673,Sr. João Pedro Moura,Cliente,379.486.021-78,correiaerick@example.org,71 5322-6505,"Núcleo de da Conceição, 99, Vila Pilar, 41512276 da Mota / MS",Ativo
674,João Lucas Rodrigues,Cliente,985.047.216-20,wsilveira@example.org,31 9926-7433,"Esplanada Zoe Carvalho, 76, Marilandia, 47950166 Brito / SE",Ativo
675,Igor Alves,Fornecedor,93.028.617/0001-04,davi-luccarezende@example.com,(051) 6766-6061,"Distrito Diogo da Rosa, 43, Jardim Felicidade, 29615-963 Câmara de Sales / CE",Ativo
676,Murilo Viana,Cliente,397.810.246-31,anthony-gabrieloliveira@example.net,+55 71 7919 1630,"Ladeira Macedo, 626, Boa Esperança, 57933016 Freitas / RJ",Inativo
677,João Lucas Mendonça,Fornecedor,59.426.137/0001-55,pedro-miguel73@example.net,+55 71 4184-3513,"Trevo de Andrade, São Gabriel, 76076-115 Novaes de Cardoso / TO",Ativo
678,Dra. Maria Isis da Conceição,Fornecedor,40.867.253/0001-81,castropedro-lucas@example.org,+55 (011) 4382 8048,"Lagoa Maria Helena Nascimento, 85, Frei Leopoldo, 67277137 Novaes / SE",Ativo
679,Sra. Daniela Marques,Fornecedor,61.743.982/0001-04,britobarbara@example.com,(041) 9640 8551,"Praça da Luz, 33, Nossa Senhora Da Conceição, 23888-550 Rodrigues do Campo / RR",Inativo
680,Esther Monteiro,Fornecedor,36.802.451/0001-90,bcosta@example.com,(084) 1128-7828,"Via Olívia Costa, Boa Viagem, 04449-151 Peixoto da Serra / CE",Ativo
681,Sr. Carlos Eduardo Rocha,Fornecedor,01.483.975/0001-80,bruna86@example.com,(081) 2984-7816,"Chácara da Conceição, Ermelinda, 94324-014 Borges do Norte / SP",Inativo
682,Clara Montenegro,Fornecedor,63.840.751/0001-36,catarinagoncalves@example.org,(081) 0074-0650,"Setor Fernandes, 617, Álvaro Camargos, 09051-567 Peixoto / AP",Ativo
683,Dra. Esther Moreira,Fornecedor,95.240.138/0001-74,jmoura@example.net,+55 81 1805 5865,"Campo Joana Silveira, 20, Marieta 1ª Seção, 33544105 Almeida / GO",Inativo
684,Melina Farias,Fornecedor,98.413.507/0001-71,gustavofonseca@example.org,+55 11 7221-2864,"Loteamento Kamilly Viana, 79, Cidade Nova, 98031845 Vasconcelos / MS",Ativo
685,Isadora Andrade,Fornecedor,639.580.742-00,email_invalid,ABC123,"Ladeira Moreira, 43, Cônego Pinheiro 2ª Seção, 00537-516 Vieira de Goiás / CE",Desativo
686,Sr. Kevin Sousa,Cliente,976.254.380-74,talbuquerque@example.org,+55 61 4001 3970,"Quadra de da Rosa, 2, Flavio Marques Lisboa, 17120446 Rezende de Camargo / AP",Inativo
687,Elisa Melo,Cliente,34.926.817/0001-07,email_invalid,ABC123,"Alameda Bento Câmara, 79, Cachoeirinha, 46402245 Aparecida de Vargas / AP",Desativo
688,Amanda Moraes,Fornecedor,13.869.547/0001-70,joanamontenegro@example.net,(051) 0013 5961,"Estação Pedro Camargo, 5, Conjunto Bonsucesso, 90112138 Sampaio / GO",Inativo
689,Leonardo Silveira,Cliente,789.254.306-65,isis89@example.net,+55 71 5989 2502,"Sítio Luiz Felipe Monteiro, 4, Vila Havaí, 28469-262 Pastor / RR",Ativo
690,Valentim Casa Grande,Fornecedor,93.850.671/0001-22,martinsemanuella@example.com,84 6051-6165,"Vale Cavalcanti, 8, Novo Tupi, 68539-397 Alves do Norte / SE",Ativo
691,Evelyn Cardoso,Cliente,817.025.349-79,maria-isiscaldeira@example.org,81 8757-2573,"Morro Moraes, 29, Marmiteiros, 18863-307 Borges / MG",Inativo
692,Ana Laura da Paz,Cliente,549.267.103-07,vcunha@example.org,+55 (031) 7457-4719,"Vila Ferreira, 28, Oeste, 26427138 Duarte da Praia / RN",Inativo
693,Juan Fogaça,Fornecedor,20.759.643/0001-20,luigisales@example.org,+55 (041) 4079-1545,"Distrito de Sousa, 1, Vila São Dimas, 01578187 Teixeira das Flores / BA",Inativo
694,Igor da Rosa,Fornecedor,876.519.032-77,email_invalid,ABC123,"Pátio Jesus, União, 19683-998 Moura Paulista / CE",Desativo
695,Heloísa Montenegro,Fornecedor,14.863.729/0001-04,brunomelo@example.com,+55 81 1468 1323,"Passarela Breno Fernandes, 54, São Tomaz, 40895-456 Gonçalves do Oeste / PE",Ativo
696,Maria Eduarda Rodrigues,Fornecedor,45.768.123/0001-05,goncalvesarthur@example.com,+55 (084) 7573 4840,"Quadra de da Conceição, 10, Nova Gameleira, 25955-058 Aparecida / SE",Ativo
697,Léo Montenegro,Fornecedor,38.061.759/0001-57,jmoraes@example.net,0800 933 6920,"Chácara de Pinto, 84, Vila Independencia 3ª Seção, 24792687 Fernandes / AM",Ativo
698,Joaquim Freitas,Cliente,428.915.376-37,claricevasconcelos@example.net,11 0079-0770,"Jardim Costela, 50, Vila Antena Montanhês, 67325554 Moraes de Cavalcante / MG",Ativo
699,Sr. Brayan Jesus,Cliente,367.045.298-29,sabrinacaldeira@example.net,(061) 2442-2727,"Feira Vargas, Ambrosina, 96473-806 da Rocha das Flores / RN",Ativo
700,Nina Cardoso,Cliente,750.394.168-57,ramosalexia@example.org,+55 (011) 6445-4746,"Colônia Sampaio, 7, Xangri-Lá, 53255-715 Câmara / GO",Inativo
701,Sra. Ester Castro,Fornecedor,47.638.195/0001-63,diego73@example.com,+55 (061) 9934-9174,"Travessa de da Cruz, 618, Carmo, 35913979 Pires de Azevedo / MT",Ativo
702,Dra. Isabel Cirino,Fornecedor,62.087.359/0001-03,omachado@example.org,+55 (084) 4974 9193,"Loteamento de Fogaça, 398, Palmeiras, 92577-394 Cardoso de Gomes / CE",Ativo
703,Eduardo da Costa,Fornecedor,31.829.647/0001-54,novaeshelena@example.com,+55 21 3652 0431,"Praça Melo, 14, Barão Homem De Melo 3ª Seção, 02425-103 Silva / AP",Inativo
704,Bianca Cunha,Fornecedor,732.196.584-82,email_invalid,ABC123,"Setor da Cunha, 47, Alto Barroca, 36207-040 Araújo de Goiás / SE",
705,Yan Araújo,Cliente,132.687.094-78,martinsrhavi@example.com,+55 (071) 8288-3369,"Rua Liz Azevedo, 838, Colégio Batista, 51882606 Silveira / RR",Ativo
706,Noah Marques,Fornecedor,37.854.129/0001-77,brocha@example.net,(021) 0130 6608,"Praia de Cassiano, 145, Nossa Senhora Da Aparecida, 01705361 das Neves / SE",Inativo
707,Brayan Rocha,Fornecedor,43.871.620/0001-09,rodriguesbeatriz@example.net,(041) 3328 9065,"Viela Garcia, 95, João Paulo Ii, 54639161 da Cunha / SE",Inativo
708,Vitória Albuquerque,Cliente,715.820.693-95,ana06@example.net,0300 129 5861,"Avenida de Farias, Vila Nova Paraíso, 94647938 Almeida de Minas / RJ",Inativo
709,Luiza Abreu,Fornecedor,80.276.513/0001-69,lopeshenrique@example.org,+55 (081) 8144-1228,"Lago Antônio Nunes, 13, Conjunto Califórnia Ii, 40463-587 Vieira de Borges / RS",Ativo
710,Benjamim Farias,Cliente,730.924.861-96,joao-vitor36@example.org,+55 (041) 9586-7498,"Jardim Lucas Gonçalves, 73, Cardoso, 73872-570 Vieira / SP",Inativo
711,Ana Liz Vieira,Cliente,061.827.953-95,otavio90@example.com,+55 (081) 9201-5898,"Travessa Monteiro, 55, Buraco Quente, 15484-306 da Rosa de Pacheco / ES",Ativo
712,José Miguel Montenegro,Fornecedor,56.703.981/0001-98,ana-juliasilveira@example.com,+55 21 2391-1185,"Praia de Moraes, 80, Outro, 90171-586 Albuquerque Alegre / PI",Ativo
713,Isis Pacheco,Fornecedor,08.153.269/0001-10,wferreira@example.net,+55 51 1673 2440,"Fazenda Montenegro, 60, Vila Rica, 00726190 da Mota / AC",Inativo
714,Ravy Pereira,Cliente,087.143.952-23,cirinoayla@example.org,11 6656 9340,"Distrito Mariana Pires, Maria Tereza, 26101-533 Cirino de Sampaio / MA",Inativo
715,Fernanda Carvalho,Fornecedor,91.704.568/0001-49,ubrito@example.net,81 5946-0470,"Condomínio de Correia, 16, Distrito Industrial Do Jatoba, 55909-505 Carvalho Paulista / SP",Inativo
716,Pietro Costela,Cliente,512.084.679-30,macedodavi-lucca@example.org,+55 21 2339-8118,"Aeroporto de Pastor, 3, Vitoria, 25068622 Novais / RJ",Inativo
717,Francisco Silveira,Fornecedor,65.091.834/0001-03,igoralves@example.net,+55 51 1949 2924,"Travessa de Garcia, 1, Vila Sumaré, 90177-486 Ferreira / RN",Inativo
718,Joana Araújo,Cliente,057.684.239-74,mviana@example.org,(021) 6978-2880,"Passarela Luiz Fernando Macedo, 65, Tiradentes, 26338-350 Albuquerque / SP",Ativo
719,Laura Cunha,Cliente,384.012.697-50,luccanogueira@example.net,11 8188-8652,"Parque José Ferreira, 99, Vila Nova Gameleira 1ª Seção, 86674487 Pimenta / PI",Ativo
720,João Gabriel Moraes,Cliente,671.389.052-03,nogueirasabrina@example.com,0500-222-2845,"Passarela Bento da Mota, 37, Vila São Gabriel, 22031-202 Caldeira / AL",Ativo
721,Josué Vargas,Fornecedor,19.527.604/0001-19,da-pazemilly@example.org,21 1632 4197,"Travessa de Alves, 45, Aguas Claras, 02942804 Moura / RR",Ativo
722,Jade Guerra,Cliente,601.437.928-22,marcelacostela@example.net,(021) 4601-2048,"Quadra de Correia, 78, Aeroporto, 90915456 Viana / PR",Ativo
723,Joana Dias,Fornecedor,78.024.951/0001-98,duartematheus@example.org,11 4643-2698,"Campo de Azevedo, 75, Bonfim, 63398-773 Borges / MS",Inativo
724,Maria da Luz,Cliente,148.305.697-00,larissacamara@example.com,11 5970-3043,"Esplanada da Mota, Marieta 1ª Seção, 87829-922 Nogueira / RO",Inativo
725,Theodoro Monteiro,Cliente,392.615.470-52,maria-isis65@example.net,+55 (051) 4112 5848,"Loteamento Bárbara Nascimento, 87, Parque São José, 54305-036 Fogaça / RN",Inativo
726,Srta. Giovanna da Cunha,Fornecedor,81.342.750/0001-43,lda-mota@example.com,+55 31 0018-1891,"Área de Gomes, Das Industrias I, 31172-053 Lima de Aragão / AP",Ativo
727,Vitor Hugo Monteiro,Fornecedor,42.657.301/0001-32,maria-eduarda31@example.org,+55 11 3359-0356,"Pátio de Siqueira, 54, Outro, 31696-029 da Mota da Prata / DF",Inativo
728,Davi Luiz Montenegro,Fornecedor,51.086.923/0001-49,erick75@example.com,41 6566-7818,"Largo de Silva, 14, Zilah Sposito, 12530-784 Fonseca de Correia / RO",Inativo
729,Vitor Gabriel Alves,Cliente,421.398.706-03,fernanda24@example.org,+55 41 6374-5397,"Passarela da Costa, Vila Batik, 76045685 Cavalcante / TO",Ativo
730,Gael Henrique Abreu,Cliente,418.039.756-01,lucas-gabriel13@example.com,(031) 9970 1584,"Travessa Santos, 93, Marilandia, 31743218 Siqueira do Norte / BA",Ativo
731,Antonella Rocha,Cliente,012.346.975-99,felipesales@example.com,61 0183 7776,"Feira Costela, 87, São Geraldo, 70937-312 Gonçalves da Serra / SP",Inativo
732,Davi Lucca Rios,Fornecedor,94.230.756/0001-70,da-motaisabelly@example.net,+55 81 1375-6713,"Colônia Clara da Paz, Atila De Paiva, 98213102 Pimenta dos Dourados / RR",Ativo
733,Ravi Lucca da Cunha,Fornecedor,74.059.263/0001-02,vieirabenjamin@example.net,0900 093 9564,"Trevo Diogo Fogaça, 142, Vila Minaslandia, 11639661 Vasconcelos / PB",Inativo
734,João Guilherme Brito,Cliente,128.947.053-79,da-pazeloa@example.com,51 8906 4267,"Conjunto Caroline da Cunha, 94, Eymard, 12379-287 Vargas / RN",Ativo
735,Sra. Eloá Silveira,Cliente,845.971.206-02,piresenzo@example.org,+55 81 5301-1242,"Condomínio Carlos Eduardo Borges, 174, Conjunto Bonsucesso, 21913-490 Camargo de Cavalcante / AC",Ativo
736,Srta. Manuela Costela,Fornecedor,27.815.493/0001-74,evelynnascimento@example.com,(081) 2188 7349,"Estação Antony Melo, 766, Flavio Marques Lisboa, 47395-731 Costa / AM",Inativo
737,Henry Gabriel da Cunha,Cliente,290.815.437-41,gabrielly22@example.org,+55 (041) 7501 1128,"Vila Alexandre Dias, 60, Maravilha, 95111820 da Cunha / DF",Inativo
738,Lucas Gabriel da Mota,Fornecedor,23.817.496/0001-96,pastorana-clara@example.com,0800-401-8897,"Rodovia Maria Liz Barros, 959, Sagrada Família, 74126953 Ribeiro de Teixeira / TO",Inativo
739,Luigi Sales,Fornecedor,91.624.380/0001-90,benicioda-rocha@example.net,81 6787 8823,"Praça de Sales, 402, João Paulo Ii, 61747161 Souza / CE",Ativo
740,Gabriela da Rocha,Fornecedor,94.765.823/0001-51,maria-fernanda03@example.com,+55 (071) 9256-3003,"Distrito Ian Lima, 438, Vila Independencia 1ª Seção, 93607-849 Azevedo / MS",Ativo
741,Heitor Pastor,Cliente,438.609.217-03,arthur29@example.com,(071) 9888 9662,"Colônia Gomes, 2, Vila Nossa Senhora Do Rosário, 53554514 Rezende / AL",Ativo
742,Maria Alice Cardoso,Cliente,314.597.682-64,rael09@example.net,61 0372-9964,"Trevo Ester da Rocha, 2, Nossa Senhora De Fátima, 41837-941 Mendes / MA",Inativo
743,Theodoro Andrade,Fornecedor,12.068.395/0001-43,matteorocha@example.com,11 8429 3292,"Avenida Costela, 83, Vila Betânia, 70212931 Moraes de Brito / RR",Inativo
744,Isadora Mendonça,Fornecedor,23.014.987/0001-07,fonsecaana-laura@example.org,+55 (071) 9471 8790,"Favela Ana Luiza Rios, Vila Paraíso, 58561-685 Cassiano do Campo / MA",Ativo
745,Bianca Fogaça,Fornecedor,61.793.280/0001-27,juliaabreu@example.net,+55 81 5312 4096,"Trevo Henry da Rosa, 7, Alto Das Antenas, 87966726 Vieira / PI",Ativo
746,Yasmin Cunha,Fornecedor,74.839.651/0001-06,marianepeixoto@example.com,(051) 5558-1964,"Rua de Vieira, 938, Coração De Jesus, 17316273 da Mota / ES",Ativo
747,Luna Cassiano,Cliente,410.538.972-60,luizafarias@example.org,+55 84 4580-6430,"Residencial Melo, 3, Vila Coqueiral, 81470637 das Neves Alegre / AL",Inativo
748,Luana das Neves,Fornecedor,15.463.972/0001-90,dante86@example.com,+55 51 9384 0804,"Chácara Nunes, 888, Dom Silverio, 11830720 Novais / ES",Ativo
749,Anna Liz Montenegro,Cliente,923.067.184-31,jnascimento@example.com,51 5812 6715,"Conjunto Freitas, 3, Centro, 51014273 Porto / PR",Inativo
750,Ana Cecília Moraes,Cliente,205.347.981-79,franciscomendonca@example.org,(051) 1107 8428,"Feira de Câmara, 45, Jardinópolis, 52284-099 Gonçalves / DF",Ativo
751,Dra. Stella Moreira,Cliente,130.925.864-33,vcirino@example.net,+55 (081) 5808-0338,"Condomínio Vasconcelos, 98, Alto Caiçaras, 13969-390 da Costa / RS",Inativo
752,Antonella da Mota,Fornecedor,05.247.938/0001-24,pedro-lucas16@example.com,(061) 8932-3282,"Aeroporto de Vasconcelos, 280, São Bento, 30413802 Azevedo da Praia / BA",Ativo
753,Maitê Nascimento,Cliente,719.368.205-95,dante15@example.org,51 4783 7008,"Quadra de Cavalcanti, 8, Marilandia, 58485112 Sousa / RO",Inativo
754,Breno Dias,Fornecedor,31.985.746/0001-25,brendasouza@example.com,0500 545 7360,"Condomínio Paulo Azevedo, 669, Nova Gameleira, 43957967 da Conceição / DF",Inativo
755,Esther Gonçalves,Fornecedor,21.307.645/0001-41,nathanrocha@example.com,+55 81 8683-1945,"Fazenda Silveira, 801, Vila Formosa, 77885-374 da Costa Paulista / PA",Ativo
756,Ryan Martins,Fornecedor,85.623.174/0001-63,usouza@example.net,(084) 4870 4727,"Largo Josué Sampaio, 32, Goiania, 92275-901 Moraes Grande / MG",Ativo
757,Kaique Dias,Fornecedor,47.502.683/0001-49,maria-isiscostela@example.net,+55 (021) 9377 3465,"Estação de Oliveira, 65, Aarão Reis, 26148-540 Abreu / RR",Inativo
758,Ágatha Azevedo,Fornecedor,80.246.197/0001-82,matteo73@example.org,(051) 5810 0447,"Recanto de Brito, Anchieta, 91361-914 Macedo do Galho / SE",Ativo
759,Manuella Rezende,Fornecedor,19.826.570/0001-63,mendoncadiego@example.net,+55 (061) 7674 5267,"Vereda Luana Farias, 92, Conjunto Lagoa, 34468-934 Ramos do Oeste / RN",Inativo
760,Arthur Albuquerque,Cliente,941.378.520-14,igordas-neves@example.net,+55 84 7315-1200,"Distrito Teixeira, 71, São Paulo, 37284-715 da Mata / SC",Inativo
761,Sr. Miguel da Mata,Fornecedor,86.457.329/0001-00,cassianomariah@example.org,+55 (041) 6133 2027,"Viela da Luz, 5, São Jorge 3ª Seção, 09036-985 Rezende / RS",Inativo
